,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
447,3150000,3500,2,1,1,0,0,1,0,0,0,0,1
448,3150000,4095,2,1,1,1,0,0,0,0,2,0,1
449,3150000,1650,3,1,2,0,0,1,0,0,0,0,2
450,3150000,3450,3,1,2,1,0,1,0,0,0,0,1
451,3150000,6750,2,1,1,1,0,0,0,0,0,0,1
452,3150000,9000,3,1,2,1,0,0,0,0,2,0,1
453,3150000,3069,2,1,1,1,0,0,0,0,1,0,2
454,3143000,4500,3,1,2,1,0,0,0,1,0,0,2
455,3129000,5495,3,1,1,1,0,1,0,0,0,0,2
456,3118850,2398,3,1,1,1,0,0,0,0,0,1,1
457,3115000,3000,3,1,1,0,0,0,0,1,0,0,2
458,3115000,3850,3,1,2,1,0,0,0,0,0,0,2
459,3115000,3500,2,1,1,1,0,0,0,0,0,0,2
460,3087000,8100,2,1,1,1,0,0,0,0,1,0,2
461,3080000,4960,2,1,1,1,0,1,0,1,0,0,2
462,3080000,2160,3,1,2,0,0,1,0,0,0,0,1
463,3080000,3090,2,1,1,1,1,1,0,0,0,0,2
464,3080000,4500,2,1,2,1,0,0,1,0,1,0,1
465,3045000,3800,2,1,1,1,0,0,0,0,0,0,2
466,3010000,3090,3,1,2,0,0,0,0,0,0,0,1
467,3010000,3240,3,1,2,1,0,0,0,0,2,0,1
468,3010000,2835,2,1,1,1,0,0,0,0,0,0,1
469,3010000,4600,2,1,1,1,0,0,0,0,0,0,0
470,3010000,5076,3,1,1,0,0,0,0,0,0,0,2
471,3010000,3750,3,1,2,1,0,0,0,0,0,0,2
472,3010000,3630,4,1,2,1,0,0,0,0,3,0,1
473,3003000,8050,2,1,1,1,0,0,0,0,0,0,2
474,2975000,4352,4,1,2,0,0,0,0,0,1,0,2
475,2961000,3000,2,1,2,1,0,0,0,0,0,0,1
476,2940000,5850,3,1,2,1,0,1,0,0,1,0,2
477,2940000,4960,2,1,1,1,0,0,0,0,0,0,2
478,2940000,3600,3,1,2,0,0,0,0,0,1,0,2
479,2940000,3660,4,1,2,0,0,0,0,0,0,0,2
480,2940000,3480,3,1,2,0,0,0,0,0,1,0,1
481,2940000,2700,2,1,1,0,0,0,0,0,0,0,0
482,2940000,3150,3,1,2,0,0,0,0,0,0,0,2
483,2940000,6615,3,1,2,1,0,0,0,0,0,0,1
484,2870000,3040,2,1,1,0,0,0,0,0,0,0,2
485,2870000,3630,2,1,1,1,0,0,0,0,0,0,2
486,2870000,6000,2,1,1,1,0,0,0,0,0,0,1
487,2870000,5400,4,1,2,1,0,0,0,0,0,0,2
488,2852500,5200,4,1,3,1,0,0,0,0,0,0,2
489,2835000,3300,3,1,2,0,0,0,0,0,1,0,1
490,2835000,4350,3,1,2,0,0,0,1,0,1,0,2
491,2835000,2640,2,1,1,0,0,0,0,0,1,0,0
492,2800000,2650,3,1,2,1,0,1,0,0,1,0,2
493,2800000,3960,3,1,1,1,0,0,0,0,0,0,0
494,2730000,6800,2,1,1,1,0,0,0,0,0,0,2
495,2730000,4000,3,1,2,1,0,0,0,0,1,0,2
496,2695000,4000,2,1,1,1,0,0,0,0,0,0,2
497,2660000,3934,2,1,1,1,0,0,0,0,0,0,2
498,2660000,2000,2,1,2,1,0,0,0,0,0,0,1
499,2660000,3630,3,3,2,0,1,0,0,0,0,0,2
500,2660000,2800,3,1,1,1,0,0,0,0,0,0,2
501,2660000,2430,3,1,1,0,0,0,0,0,0,0,2
502,2660000,3480,2,1,1,1,0,0,0,0,1,0,1
503,2660000,4000,3,1,1,1,0,0,0,0,0,0,1
504,2653000,3185,2,1,1,1,0,0,0,1,0,0,2
505,2653000,4000,3,1,2,1,0,0,0,1,0,0,2
506,2604000,2910,2,1,1,0,0,0,0,0,0,0,2
507,2590000,3600,2,1,1,1,0,0,0,0,0,0,2
508,2590000,4400,2,1,1,1,0,0,0,0,0,0,2
509,2590000,3600,2,2,2,1,0,1,0,0,1,0,0
510,2520000,2880,3,1,1,0,0,0,0,0,0,0,2
511,2520000,3180,3,1,1,0,0,0,0,0,0,0,2
512,2520000,3000,2,1,2,1,0,0,0,0,0,0,0
513,2485000,4400,3,1,2,1,0,0,0,0,0,0,2
514,2485000,3000,3,1,2,0,0,0,0,0,0,0,1
515,2450000,3210,3,1,2,1,0,1,0,0,0,0,2
516,2450000,3240,2,1,1,0,1,0,0,0,1,0,2
517,2450000,3000,2,1,1,1,0,0,0,0,1,0,2
518,2450000,3500,2,1,1,1,1,0,0,0,0,0,2
519,2450000,4840,2,1,2,1,0,0,0,0,0,0,2
520,2450000,7700,2,1,1,1,0,0,0,0,0,0,2
521,2408000,3635,2,1,1,0,0,0,0,0,0,0,2
522,2380000,2475,3,1,2,1,0,0,0,0,0,0,0
523,2380000,2787,4,2,2,1,0,0,0,0,0,0,0
524,2380000,3264,2,1,1,1,0,0,0,0,0,0,2
525,2345000,3640,2,1,1,1,0,0,0,0,0,0,2
526,2310000,3180,2,1,1,1,0,0,0,0,0,0,2
527,2275000,1836,2,1,1,0,0,1,0,0,0,0,1
528,2275000,3970,1,1,1,0,0,0,0,0,0,0,2
529,2275000,3970,3,1,2,1,0,1,0,0,0,0,2
530,2240000,1950,3,1,1,0,0,0,1,0,0,0,2
531,2233000,5300,3,1,1,0,0,0,0,1,0,1,2
532,2135000,3000,2,1,1,0,0,0,0,0,0,0,2
533,2100000,2400,3,1,2,1,0,0,0,0,0,0,2
534,2100000,3000,4,1,2,1,0,0,0,0,0,0,2
535,2100000,3360,2,1,1,1,0,0,0,0,1,0,2
536,1960000,3420,5,1,2,0,0,0,0,0,0,0,2
537,1890000,1700,3,1,2,1,0,0,0,0,0,0,2
538,1890000,3649,2,1,1,1,0,0,0,0,0,0,2
539,1855000,2990,2,1,1,0,0,0,0,0,1,0,2
540,1820000,3000,2,1,1,1,0,1,0,0,2,0,2
541,1767150,2400,3,1,1,0,0,0,0,0,0,0,1
542,1750000,3620,2,1,1,1,0,0,0,0,0,0,2
543,1750000,2910,3,1,1,0,0,0,0,0,0,0,0
544,1750000,3850,3,1,2,1,0,0,0,0,0,0,2
